Track,Album Name,Artist,Release Date,All Time Rank,YouTube Views,TikTok Views,Explicit Track
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,267.0,16747466.0,411722900.0,1
Just the Way You Are,Just The Way You Are,Bruno Mars,7/20/2010,1477.0,2218318671.0,411934018.0,0
Side To Side,Dangerous Woman,Ariana Grande,4/1/2016,680.0,2458018861.0,413361240.0,1
Where Are You Now,Where Are You Now,Lost Frequencies,7/30/2021,370.0,214359669.0,413908070.0,0
Tusa,Tusa,KAROL G,11/7/2019,323.0,1816772749.0,414336041.0,0
Trap Queen,Trap Queen,Fetty Wap,12/15/2014,744.0,1260463421.0,414475658.0,1
Heart On Ice,Heart On Ice,Rod Wave,5/31/2019,3659.0,300606606.0,415394142.0,1
Perro Fiel (feat. Nicky Jam),El Dorado,Shakira,5/26/2017,2911.0,1080335262.0,415634670.0,0
Vente Pa' Ca,Vente Pa' Ca,Ricky Martin,9/22/2016,1467.0,2008509134.0,416104248.0,0
I'm Not The Only One,In The Lonely Hour (Deluxe),Sam Smith,1/1/2014,2428.0,464847219.0,417275446.0,0
MotorSport,MotorSport,Migos,10/27/2017,2262.0,744579257.0,417482479.0,1
Pop Out (feat. Lil Tjay),Pop Out (feat. Lil TJay),Polo G,2/7/2019,472.0,464768581.0,417831392.0,1
STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,9/22/2022,396.0,138760138.0,419346148.0,1
Savage,Suga,Megan Thee Stallion,3/6/2020,1563.0,340951703.0,419613742.0,1
Shirt,Shirt,SZA,10/28/2022,598.0,77831118.0,419727783.0,1
Mi Cuarto,DI LETRA,Jerry Di,4/3/2020,1694.0,647941340.0,420502302.0,0
MEMORIES!,TROUBLED MEMORIES!,347aidan,6/18/2021,4541.0,25819662.0,421102345.0,0
ARRANCARMELO,ARRANCARMELO,WOS,4/6/2022,4504.0,135822239.0,422027661.0,0
FANCY,FANCY YOU,TWICE,4/22/2019,3012.0,816491835.0,423648556.0,0
ALMAS GEMELAS,ALMAS GEMELAS - Single,Myke Towers,7/22/2021,4285.0,159846081.0,423731008.0,0
Wake Up in the Sky,Wake Up in the Sky,Gucci Mane,9/14/2018,1173.0,614755305.0,424030507.0,1
Hold My Hand,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",Lady Gaga,5/3/2022,759.0,317472115.0,424398738.0,0
911,911,Sech,2/5/2021,2058.0,415445675.0,425874947.0,1
Save Your Tears (with Ariana Grande) (Remix),After Hours (Deluxe),The Weeknd,3/20/2020,884.0,385884628.0,426511103.0,0
Te Vi,Los muchachos vol. 1 - EP,Piso 21,6/1/2018,3610.0,535764821.0,427823320.0,0
Style,1989 (Deluxe),Taylor Swift,1/1/2014,3179.0,848555837.0,428073160.0,0
You Belong With Me,Fearless,Taylor Swift,1/1/2008,3720.0,1600713698.0,428418832.0,0
Antidepresan,Antidepresan,Mert Demir,11/4/2022,2605.0,164304790.0,428987615.0,0
Talk Dirty (feat. 2 Chainz),VTM Kzoom Hits Best Of 2013,Jason Derulo,1/1/2013,3489.0,88651556.0,429272415.0,1
Redbone,Redbone,Childish Gambino,11/17/2016,489.0,887924965.0,430258743.0,1
LALALALA,ROCK-STAR,Stray Kids,11/10/2023,803.0,161998287.0,430312931.0,0
Get A Guitar,Get A Guitar,RIIZE,9/4/2023,3485.0,106807094.0,430468374.0,0
Physical,Physical,Dua Lipa,1/30/2020,1115.0,570687048.0,430832681.0,0
Training Season,Training Season,Dua Lipa,2/15/2024,106.0,66691067.0,431390500.0,0
I'm an Albatraoz,Full Circle: The Live Anthology,AronChupa,11/20/2011,3011.0,1631093608.0,431870913.0,1
Do It Like That,Do It Like That,TOMORROW X TOGETHER,7/7/2023,4031.0,64931319.0,432572281.0,0
ýýýýýýýýýýýýýý ýýýýýýýý,ýýýýýýýýýýýýýý ýýýýýýýý,ýýýýýýýýýýýý ýýýýýýýýýýýýýý,1/20/2021,4151.0,455300901.0,433329532.0,0
Something About You,Something About You,Eyedress,6/3/2021,2162.0,27188286.0,434155492.0,0
Suge,Baby On Baby,DaBaby,3/1/2019,2053.0,447330965.0,435082308.0,1
Apocalypse,Apocalypse,Cigarettes After Sex,3/21/2017,1628.0,237610293.0,435331773.0,1
SAD!,SAD!,XXXTENTACION,3/2/2018,289.0,1800863873.0,435340082.0,1
Turn On The Lights again.. (feat. Future),USB,Fred again..,1/17/2022,2214.0,4804721.0,435794732.0,0
YuNg BrAtZ,Revenge,XXXTENTACION,5/16/2017,1950.0,99029913.0,437018233.0,1
What Makes You Beautiful,Up All Night,One Direction,1/1/2011,1494.0,1864674236.0,437246025.0,0
Sex Sounds,True 2 Myself,Lil Tjay,10/11/2019,1495.0,157947172.0,438050984.0,1
Cry,Cry,Cigarettes After Sex,10/25/2019,4105.0,100443510.0,438475493.0,0
"Me, Myself & I","Me, Myself & I",G-Eazy,10/14/2015,745.0,807688972.0,439764052.0,1
Hoa Cï¿½ï¿½ï,Hoa Cï¿½ï¿½ï,Phong Max,4/25/2023,3912.0,76086431.0,439939868.0,0
Satellite,Harry's House,Harry Styles,5/20/2022,2373.0,75741997.0,440110491.0,0
Kya Baat Ay,Kya Baat Ay,Harrdy Sandhu,9/24/2018,3831.0,743095293.0,440380121.0,0
No Se Vale,un,Camilo,2/7/2024,883.0,19658783.0,441343495.0,0
Pink + White,Blonde,Frank Ocean,8/20/2016,2642.0,158016588.0,442090971.0,0
Drama,Drama - The 4th Mini Album,aespa,11/10/2023,634.0,203832651.0,442468610.0,0
La kiffance,La kiffance,Naps,2/26/2021,4271.0,250952705.0,443031452.0,1
Feather,emails i canï¿½ï¿½ï¿½t send fwd,Sabrina Carpenter,3/17/2023,673.0,88126911.0,443060258.0,1
BIRDS OF A FEATHER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,41.0,11033725.0,443104700.0,0
Love Not War (The Tampa Beat),Love Not War (The Tampa Beat) [Remixes] (feat. Jason Derulo),Jason Derulo,11/19/2020,2212.0,239078390.0,444068106.0,0
Reminder,Starboy,The Weeknd,11/25/2016,2890.0,530807213.0,445032303.0,1
Feel It Still,Feel It Still,Portugal. The Man,3/2/2017,2263.0,563059238.0,447512595.0,0
Low,SOS,SZA,12/9/2022,2178.0,30642267.0,449104323.0,1
Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),Ed Sheeran,6/28/2019,1775.0,634929672.0,449458094.0,0
boyfriend (with Social House),boyfriend,Ariana Grande,8/2/2019,3324.0,372025118.0,449615555.0,1
Mal Hombre,Mal Hombre,Kim Loaiza,10/25/2023,2323.0,99108166.0,450286431.0,0
Love Sosa,Finally Rich (Deluxe),Chief Keef,1/1/2012,3586.0,101146931.0,450672924.0,1
PUNTO G,Punto G,Quevedo,11/4/2022,1096.0,171936153.0,450971538.0,0
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Fearless (Taylor's Version),Taylor Swift,4/9/2021,4458.0,55391583.0,451630379.0,0
Angel Numbers / Ten Toes,11:11,Chris Brown,11/10/2023,419.0,41976731.0,451763725.0,1
El Merengue,El Merengue - Single,Marshmello,3/3/2023,510.0,211317309.0,451806178.0,0
No Guidance (feat. Drake),No Guidance (feat. Drake),Chris Brown,6/8/2019,724.0,809218963.0,451934036.0,1
Forever After All,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,10/23/2020,1217.0,247466941.0,454676514.0,0
I Fck Up,I Fck Up - Single,Prince Ayaya,10/28/2023,924.0,92839.0,454838946.0,1
Reggaeton Champagne,Kittyponeo,Bellakath,10/5/2023,421.0,250897173.0,456323777.0,1
Love Shot,LOVE SHOTï¿½ï¿½ï¿½ The 5th Album Rep,EXO,12/13/2018,4207.0,710463080.0,456814795.0,0
rockstar (feat. 21 Savage),rockstar,Post Malone,9/15/2017,231.0,2391850868.0,456931528.0,1
LET GO,LET GO,Central Cee,12/15/2022,526.0,120716253.0,459919455.0,1
Skibidi,"Antipositive, Pt. 2",Little Big,10/5/2018,3577.0,876122384.0,460636179.0,0
Alone,Alone,Marshmello,5/13/2016,776.0,3130843590.0,462245126.0,0
Madrid City,Madrid City,Ana Mena,9/29/2023,3966.0,30204546.0,462395885.0,0
"O Saki Saki (From ""Batla House"")","O Saki Saki (From ""Batla House"")",Neha Kakkar,7/15/2019,897.0,1662729195.0,462897728.0,0
Don't Rush (feat. Headie One),Don't Rush (feat. Headie One),Young T & Bugsey,11/7/2019,4492.0,176353020.0,463196104.0,1
ZEZE (feat. Travis Scott & Offset),ZEZE (feat. Travis Scott & Offset),Kodak Black,10/12/2018,1080.0,494548432.0,463776007.0,1
8 Raflaan (feat. Gurlez Akhtar),8 Raflaan (feat. Gurlez Akhtar),Mankirt Aulakh,3/23/2021,4477.0,289466687.0,464077604.0,0
"jealousy, jealousy",SOUR,Olivia Rodrigo,5/21/2021,1878.0,211384847.0,464412661.0,0
CAROLINA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,3517.0,64767621.0,466245707.0,0
Super Bass,Pink Friday,Nicki Minaj,1/1/2010,4469.0,1308913092.0,466335090.0,1
get him back!,GUTS,Olivia Rodrigo,9/8/2023,971.0,54771296.0,469327093.0,1
One More Night,Overexposed Track By Track,Maroon 5,1/1/2012,1989.0,1106757714.0,469737119.0,0
El Mejor,El Mejor,Chayï¿½ï¿½n R,10/27/2023,2282.0,9465691.0,470202643.0,1
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Tatsuya Kitani,7/7/2023,1669.0,135234952.0,471119326.0,0
I AM,I've IVE,IVE,4/10/2023,1326.0,256133933.0,473159481.0,0
Party Rock Anthem,Sorry For Party Rocking (Japan Version),LMFAO,1/1/2011,1609.0,2681563789.0,474207854.0,0
Get It Sexyy,Get It Sexyy,Sexyy Red,3/15/2024,185.0,37676729.0,476545000.0,1
Wow.,Wow.,Post Malone,12/24/2018,657.0,630890897.0,477810652.0,1
Old Town Road - Remix,Old Town Road,Lil Nas X,4/5/2019,404.0,11512.0,478304071.0,0
Mirror,Tha Carter IV (Japan Version),Lil Wayne,1/1/2011,4433.0,887185779.0,478863160.0,1
"Sex, Drugs, Etc.",Chit Chat,Beach Weather,11/4/2016,3731.0,85879643.0,478999463.0,0
Akher Yawm,Akher Yawm - Single,Ghaliaa,8/7/2023,2109.0,20172.0,479314735.0,0
MAMACITA,Mamacita,Black Eyed Peas,4/9/2020,1755.0,395922237.0,479492465.0,1
FEEL,Timeless,Davido,3/30/2023,3202.0,37986567.0,479919203.0,0
In My Mind,In My Mind,Dynoro,11/15/2017,567.0,1652679786.0,481312317.0,0
The Scientist,The Scientist,Coldplay,8/5/2002,4294.0,1864046384.0,481408577.0,0
GREECE (feat. Drake),GREECE (feat. Drake),DJ Khaled,7/16/2020,1676.0,96900581.0,482158138.0,1
Wishing Well,Legends Never Die,Juice WRLD,7/10/2020,583.0,419337114.0,482804184.0,1
Bite Me,DARK BLOOD,ENHYPEN,5/22/2023,1713.0,161653032.0,483823339.0,0
I Feel Like I'm Drowning,I Feel Like I'm Drowning,Two Feet,11/10/2017,3270.0,395172100.0,485983172.0,0
Ruper Jadu,Ruper Jadu,Alvee,5/3/2022,4299.0,233792.0,485996018.0,0
PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,175.0,183381482.0,487440417.0,1
Kill Em With Kindness,Revival (Deluxe),Selena Gomez,10/9/2015,2290.0,592341655.0,489745782.0,0
Dueles,Un besito mï¿½,Jesse & Joy,12/4/2015,4415.0,1000321872.0,490277819.0,0
Blinding Lights - Instrumental,Blinding Lights,The Weeknd,9/11/2020,3553.0,685599294.0,490367040.0,0
Numb,Meteora,Linkin Park,3/24/2003,2472.0,2450982330.0,490782499.0,0
Despeinada,Despeinada,Ozuna,9/3/2020,1555.0,680176045.0,490896378.0,0
Azul,Colores,J Balvin,3/19/2020,2557.0,478807073.0,491920895.0,0
Tu Fan,tu fan,mafalda cardenal,5/26/2023,2735.0,96035934.0,493111688.0,0
Panini,Panini,Lil Nas X,6/20/2019,1003.0,659070547.0,493209730.0,0
Dura,Dura,Daddy Yankee,1/18/2018,3165.0,156299320.0,493591477.0,0
On BS,Her Loss,Drake,11/4/2022,1333.0,22665894.0,494336128.0,1
Set Me Free Pt.2,Set Me Free Pt.2,Jimin,3/17/2023,2554.0,150660549.0,494628703.0,1
Hasta Abajo,Hasta Abajo,KEVIN ROLDAN,7/26/2019,2702.0,663705750.0,495501340.0,0
Just Give Me a Reason,The Truth About Love,P!nk,9/14/2012,1627.0,1898440657.0,496883852.0,0
Cï¿½ï¿½ï¿½t ï¿½ï¿½ï¿½ï¿,Cï¿½ï¿½ï¿½t ï¿½ï¿½ï¿½ï¿,Tï¿½ï¿½ng Duy ,9/28/2023,602.0,119888947.0,497979360.0,0
Que Onda,Que Onda - Single,Calle 24,8/30/2023,393.0,227994801.0,499670882.0,1
8:00 AM,8:00 AM,Nicki Nicole,5/17/2023,2601.0,106663098.0,500108092.0,1
Lost in the Fire (feat. The Weeknd),Lost in the Fire (feat. The Weeknd),Gesaffelstein,1/11/2019,2564.0,60795572.0,500515994.0,1
Sign of the Times,Sign of the Times,Harry Styles,4/7/2017,743.0,1799935129.0,500970525.0,0
Feel So Close - Radio Edit,Dance Hitlist 2012.1,Calvin Harris,1/1/2011,4411.0,7412771.0,502553641.0,0
Used To Be Young,Endless Summer Vacation,Miley Cyrus,8/18/2023,227.0,61624959.0,503074793.0,0
Take Two,Take Two,BTS,6/9/2023,3461.0,40948018.0,503776050.0,0
Get Off The Wall,Get Off The Wall,Philly Goats,6/2/2023,2926.0,8291412.0,503891783.0,1
VAGABUNDO,VAGABUNDO,Sebastian Yatra,5/12/2023,578.0,226249916.0,505139679.0,0
Goosebumps - Remix,Goosebumps (Remix),Travis Scott,1/15/2021,1410.0,144061936.0,505442832.0,1
Me and My Brother,Me and My Brother,5ive,7/12/2019,4131.0,113044166.0,505795992.0,1
Magnetic,SUPER REAL ME,ILLIT,3/25/2024,93.0,202206901.0,506476590.0,0
Tomorrow 2 (with Cardi B),Tomorrow 2 (with Cardi B),GloRilla,9/23/2022,996.0,216925153.0,507673872.0,1
HYPNOTIC DATA,XIII SORROWS,Odetari,9/13/2023,1651.0,36721724.0,509110017.0,1
Adventure Of A Lifetime,Adventure Of A Lifetime,Coldplay,11/6/2015,1546.0,1713268429.0,509184619.0,0
What If I Told You That I Love You,What If I Told You That I Love You,Ali Gatie,1/24/2020,3157.0,290277607.0,509242456.0,0
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,8/3/2023,171.0,577930708.0,509287649.0,0
Bound 2,Yeezus,Kanye West,1/1/2013,4239.0,179763989.0,509550794.0,1
Titanium (feat. Sia),Nothing But The Beat,Sia,1/1/2011,1031.0,1855838617.0,510515661.0,0
No Type,No Type,Rae Sremmurd,9/16/2014,2072.0,902705161.0,510652592.0,1
Skyfall - Full Length,Skyfall,Adele,10/4/2012,4159.0,619905722.0,510915665.0,0
NASTY,NASTY,Russ,3/17/2023,4560.0,42955563.0,511034419.0,1
Earth,Earth,Lil Dicky,4/18/2019,4152.0,522628926.0,512503154.0,1
Pasilyo,Pasilyo,SunKissed Lola,10/28/2022,3301.0,99634133.0,513855630.0,0
Closer,Closer,The Chainsmokers,7/29/2016,173.0,4086121880.0,514053404.0,0
What Happened To Virgil (feat. Gunna),7220,Lil Durk,3/11/2022,1179.0,98375891.0,515213856.0,1
Ride,Ride,Twenty One Pilots,5/12/2015,1110.0,1832805733.0,515516585.0,0
Bï¿½ï¿½ï¿½t Tï¿½ï¿½nh,Turn On Love - Single,Tï¿½ï¿½ng Duy ,2/14/2023,3095.0,68240319.0,515579710.0,0
Intentions (feat. Quavo),Intentions,Justin Bieber,2/7/2020,521.0,1048571287.0,517889307.0,0
You & Me,JENNIE Special Single [You & Me],JENNIE,10/6/2023,914.0,164326447.0,518880479.0,0
Enjoy,Enjoy,Jux,7/14/2023,2127.0,13523535.0,519353900.0,0
Lose You To Love Me,Lose You To Love Me,Selena Gomez,10/23/2019,1123.0,569150755.0,519924812.0,0
In My Feelings,Scorpion,Drake,6/29/2018,766.0,749282095.0,521014819.0,1
The Adults Are Talking,The New Abnormal,The Strokes,4/10/2020,2264.0,161335622.0,521061584.0,0
"Genius (feat. Sia, Diplo, and Labrinth)",Genius,Sia,5/3/2018,4449.0,403337582.0,522523747.0,0
Do It Again,Do It Again,Pia Mia,5/4/2015,4094.0,648838091.0,523812670.0,1
Drip Too Hard (Lil Baby & Gunna),Drip Too Hard,Lil Baby,9/12/2018,252.0,637733433.0,523849646.0,1
Bailando Bachata,Bailando Bachata - Single,Chayanne,5/25/2023,479.0,252644706.0,525208493.0,0
Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,5/4/2019,417.0,320969468.0,525749281.0,1
Haegeum,D-DAY,Agust D,4/21/2023,4485.0,80959733.0,528452231.0,0
Let Me Love You,Encore,DJ Snake,8/5/2016,403.0,2457588032.0,528988791.0,0
La_Original.mp3,La_Original.mp3,Emilia,11/2/2023,829.0,109532952.0,529217516.0,0
Orang Yang Salah - Sped Up Version,Orang Yang Salah (Sped Up Version),Luvia band,9/20/2023,2552.0,2001200.0,529234742.0,0
Him & I (with Halsey),Him & I,G-Eazy,11/30/2017,2384.0,182719598.0,529467091.0,1
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,9/28/2018,2766.0,384590913.0,530240861.0,1
Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Kali Uchis,8/4/2023,2967.0,40245884.0,531122265.0,1
Never Felt So Alone,Never Felt So Alone,Labrinth,4/7/2023,1275.0,29035288.0,531883271.0,0
family ties,family ties - Single,Baby Keem,8/27/2021,945.0,63403993.0,532021210.0,1
Ransom,Ransom,Lil Tecca,5/22/2019,307.0,749040183.0,532109309.0,1
Dj Gamm Gamm Piri Slow,Dj Gamm Gamm Piri Slow,DJ BAHBUS,9/28/2022,1265.0,68945.0,533737667.0,0
Dangerous Woman,Dangerous Woman,Ariana Grande,3/11/2016,1934.0,1005463648.0,533969522.0,0
KU LO SA - A COLORS SHOW,KU LO SA - A COLORS SHOW,Oxlade,6/10/2022,1089.0,90820063.0,534189550.0,0
Bellaquita,Bellaquita,Dalex,9/6/2019,3396.0,683691095.0,534205330.0,1
Beautiful Things,Beautiful Things,Benson Boone,1/18/2024,7.0,308723145.0,534915313.0,0
Suavemente,Suavemente,Soolking,2/22/2022,1608.0,328647215.0,535066055.0,0
Black Swan,Black Swan,BTS,1/17/2020,3342.0,603350721.0,535835122.0,0
NDA,NDA,Billie Eilish,7/9/2021,4460.0,82079675.0,536488373.0,1
Something in the Orange,Something in the Orange,Zach Bryan,4/22/2022,478.0,121756122.0,536850823.0,0
DNA,Love Yourself ï¿½ï¿½ï¿½,BTS,9/18/2017,1778.0,1758381885.0,537359844.0,0
White Tee (with NO1-NOAH),Life On Earth - EP,Summer Walker,7/10/2020,3474.0,118824965.0,537618525.0,1
Canï¿½ï¿½ï¿½t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & ,Canï¿½ï¿½ï¿½t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & S,Olivia Rodrigo,11/3/2023,1053.0,9545403.0,538186129.0,0
Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),Lady Gaga,5/22/2020,951.0,514581598.0,538854965.0,0
Bilmem Mi?,Bilmem Mi?,Sefo,7/9/2021,4144.0,321931791.0,539098923.0,0
Mil Veces,Mil Veces,Anitta,10/20/2023,4070.0,51423861.0,539493388.0,0
Merayu Tuhan,Merayu Tuhan,Tri Suaka,8/15/2023,813.0,71408616.0,540360680.0,0
Rolex,Rolex,Ayo & Teo,3/15/2017,1996.0,188680059.0,541006747.0,0
CORAZï¿½ï¿½N VA,CORAZï¿½ï¿½N VA,Maria Becerra,6/22/2023,1094.0,209201810.0,541965678.0,0
Cupid,The Beginning: Cupid - Single,FIFTY FIFTY,2/24/2023,1256.0,191028847.0,543360467.0,0
Secreto,Secreto,Anuel AA,1/15/2019,957.0,1595484197.0,543804719.0,0
Nira Ishq,Nira Ishq,Guri,2/21/2019,3873.0,531503711.0,544172370.0,0
There's Nothing Holdin' Me Back,Illuminate,Shawn Mendes,9/23/2016,589.0,1683710842.0,544400947.0,0
Agora Hills,Scarlet,Doja Cat,9/22/2023,99.0,48045203.0,544437406.0,1
cï¿½ï¿½mo dormi,cï¿½ï¿½mo dormi,Rels B,8/4/2022,2038.0,110114094.0,544497354.0,1
Nostï¿½ï¿½l,Nostï¿½ï¿½lgico - Si,Rvssian,9/8/2021,1992.0,169044079.0,544513130.0,1
Castle on the Hill,Castle on the Hill,Ed Sheeran,1/6/2017,1635.0,1019821605.0,545871218.0,0
Love Yourself,Love Yourself,Justin Bieber,11/9/2015,530.0,2154325842.0,546197873.0,0
City Boys,Workout Rap 2024,Burna Boy,2/23/2022,2342.0,79913960.0,546510983.0,1
Havana (feat. Young Thug),Havana,Camila Cabello,8/3/2017,177.0,3952909529.0,546650805.0,0
Roï¿½ï¿½a Em,Roï¿½ï¿½a Em,Zï¿½ï¿½ Fe,11/17/2022,2502.0,253199155.0,547404253.0,0
Truth Hurts,Good As Hell,Lizzo,3/9/2016,3070.0,111217546.0,548222747.0,1
Experimento,Experimento - Single,Myke Towers,9/23/2021,4216.0,106513804.0,548393169.0,0
Thinking out Loud,Full Circle: The Live Anthology,Ed Sheeran,11/20/2011,3253.0,430771444.0,548933681.0,0
2 Million Up,ONLY BUILT 4 DIAMOND LINKS,Peezy,8/12/2022,4503.0,67576838.0,549768980.0,1
Chanel,Chanel,Becky G,3/30/2023,1175.0,267142398.0,550080768.0,0
Girls Want Girls (with Lil Baby),Certified Lover Boy,Drake,9/3/2021,1168.0,94845922.0,550340528.0,1
Tattoo - Remix with Camilo,Tattoo (Remix),Rauw Alejandro,7/9/2020,4160.0,22048904.0,550568367.0,0
In the morning,GUESS WHO,ITZY,4/30/2021,4499.0,371693639.0,550643662.0,0
JGL,JGL,La Adictiva,2/18/2022,3241.0,138771397.0,550954115.0,1
NOSTYLIST,NO STYLIST,Destroy Lonely,8/12/2022,2818.0,14289584.0,552255188.0,1
Hold Me Closer,Diamonds (Deluxe),Elton John,11/10/2017,3907.0,63905136.0,552721460.0,0
exile (feat. Bon Iver),folklore,Taylor Swift,7/24/2020,3572.0,144150389.0,553360638.0,0
Macetando,Macetando,Ivete Sangalo,12/15/2023,1575.0,74438945.0,554979736.0,0
Back On 74,Back On 74,Jungle,7/28/2023,702.0,49794673.0,555529368.0,0
Si Veo a Tu Mamï¿,YHLQMDLG,Bad Bunny,2/29/2020,1423.0,741912041.0,555577986.0,0
Ain't Shit,Planet Her,Doja Cat,6/25/2021,2454.0,154979267.0,557527051.0,1
Tï¿½ï¿½ï¿½t Bï¿½ï¿½n,Tï¿½ï¿½ï¿½t Bï¿½ï¿½n,Hana Cï¿½ï¿½ï¿½m,1/3/2023,1994.0,42031.0,557643224.0,0
"Muqabla (From ""Street Dancer 3D"")","Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,12/21/2019,1093.0,1111498706.0,557936748.0,0
Dark Red,Dark Red,Steve Lacy,2/20/2017,2475.0,152580618.0,558037837.0,0
LA INOCENTE,Microdosis,Mora,4/1/2022,1461.0,97778011.0,559279404.0,1
Joli bï¿½ï¿,Joli bï¿½ï¿,Naza,9/11/2020,3755.0,198494925.0,559416339.0,1
Iï¿½ï¿½ï¿½m Ju,Barbie The Album,Ryan Gosling,7/21/2023,4124.0,28725678.0,560299833.0,0
Teeth,Teeth,5 Seconds of Summer,8/21/2019,2315.0,322965834.0,561046941.0,0
Holy (feat. Chance The Rapper),Holy,Justin Bieber,9/18/2020,950.0,396861382.0,561056269.0,0
if u think i'm pretty,if u think i'm pretty,Artemas,10/24/2023,1212.0,25556375.0,561266399.0,1
Stuck with U (with Justin Bieber),Stuck with U,Ariana Grande,5/8/2020,1321.0,433277837.0,561421880.0,0
Kaikai Kitan,ýýýýýýýýýýýý,Eve,10/3/2020,2596.0,470390576.0,561999669.0,0
Look What You Made Me Do,Look What You Made Me Do,Taylor Swift,8/24/2017,876.0,1922214505.0,563244716.0,0
22,22,JayO,2/22/2023,4079.0,20680259.0,566961428.0,1
Happy Birthday,Happy Birthday,Jovanie,3/22/2019,3793.0,1855597.0,567183479.0,0
Downtown,Downtown,Anitta,11/19/2017,3279.0,775603021.0,567535888.0,0
Raining In Manila,Raining In Manila,Lola Amour,6/14/2023,2633.0,117339013.0,567845644.0,0
Latch,Settle,Disclosure,1/1/2013,1933.0,569083040.0,568058521.0,0
"Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,12/12/2022,574.0,687030830.0,568124616.0,0
One Of Your Girls,Something To Give Each Other,Troye Sivan,10/13/2023,1443.0,31161634.0,568978171.0,0
Yaad Piya Ki Aane Lagi,Yaad Piya Ki Aane Lagi,Neha Kakkar,11/16/2019,1976.0,626799451.0,569000341.0,0
THE SHADE,WHO CARES?,Rex Orange County,3/11/2022,3263.0,124215789.0,569263172.0,0
Tï¿½ï¿½ OK (Re,Tï¿½ï¿½ OK (Remix) (feat. MC Kevin o Ch,DENNIS,8/3/2023,2775.0,45525215.0,569736479.0,0
Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,9/13/2019,2594.0,235289339.0,569986027.0,0
Ya No Somos Ni Seremos,Ya No Somos Ni Seremos,Christian Nodal,2/18/2022,1580.0,386430123.0,572889929.0,0
YUM YUM (Slowed),YUM YUM,LXNGVX,6/23/2023,2450.0,82604684.0,573262137.0,1
Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,10/5/2018,901.0,824308720.0,573562180.0,0
Afterglow,#NAME?,Ed Sheeran,1/1/2020,3345.0,183828202.0,574322224.0,0
La Nota,La Nota,Manuel Turizo,10/8/2020,2648.0,298415218.0,576560432.0,0
Gangnam Style (ï¿½ï¿½ï¿½ï¿½ï¿½ï,Hits For Kids 29,PSY,1/1/2012,647.0,5849588091.0,578660460.0,0
Thotiana,Famous Cryp,Blueface,6/20/2018,3129.0,406426712.0,578801821.0,1
hot girl bummer,hot girl bummer,blackbear,8/23/2019,658.0,356598545.0,579006925.0,1
Late Night Talking,Harry's House,Harry Styles,5/20/2022,258.0,151113156.0,580526441.0,0
Shaky Shaky,Shaky Shaky,Daddy Yankee,4/8/2016,1872.0,1841152614.0,580818135.0,0
SET ME FREE,READY TO BE,TWICE,3/10/2023,3705.0,137633324.0,580855649.0,0
comethru,comethru,Jeremy Zucker,9/7/2018,2405.0,659693784.0,581871422.0,0
Iced Coffee,Iced Coffee,Arthur Hill,10/5/2022,1678.0,244170.0,582307619.0,0
